product_id,product_category_name,month_year,qty,total_price,freight_price,unit_price,product_score,customers,weekday,weekend,holiday,month,year,lag_price,comp_1,ps1,fp1,comp_2,ps2,fp2,comp_3,ps3,fp3
P0003,electronics,2017-06,33.23,815.13,1.73,24.53,3.38,15,20,8,0,6,2017,24.05,88.78,3.37,14.46,112.94,3.64,8.26,90.55,3.41,11.16
P0003,electronics,2017-07,30.44,738.8,2.02,24.27,3.38,21,20,8,0,7,2017,24.53,55.23,4.02,8.98,71.74,3.95,4.71,66.49,3.45,4.36
P0003,electronics,2017-08,26.56,634.38,1.67,23.88,3.38,9,20,8,0,8,2017,24.27,59.95,3.71,8.6,52.59,4.21,5.03,77.76,3.34,5.46
P0003,electronics,2017-09,28.0,650.0,1.66,23.22,3.38,23,20,8,0,9,2017,23.88,77.01,4.19,3.83,53.0,3.29,7.63,66.04,3.63,11.82
P0003,electronics,2017-10,29.65,670.27,1.74,22.6,3.38,17,20,8,0,10,2017,23.22,37.17,4.11,5.76,44.41,4.18,9.13,32.52,3.9,1.57
P0003,electronics,2017-11,34.78,818.27,1.9,23.53,3.38,18,20,8,1,11,2017,22.6,32.16,3.89,2.96,23.06,4.09,1.37,34.27,4.22,3.21
P0003,electronics,2017-12,43.57,1021.1,1.83,23.44,3.38,43,20,8,1,12,2017,23.53,118.2,3.68,14.99,33.76,4.38,4.09,125.88,3.73,15.17
P0003,electronics,2018-01,30.04,719.91,1.86,23.97,3.38,29,20,8,0,1,2018,23.44,33.27,2.41,5.02,50.55,3.78,9.03,51.41,3.61,9.17
P0003,electronics,2018-02,46.47,1066.84,1.83,22.96,3.38,24,18,8,0,2,2018,23.97,53.34,3.48,10.31,112.96,4.41,16.16,71.81,3.79,3.88
P0003,electronics,2018-03,39.47,854.79,1.75,21.65,3.38,25,20,8,0,3,2018,22.96,102.45,3.37,10.89,91.27,3.34,12.26,102.75,3.74,7.24
P0004,electronics,2017-01,59.11,2437.1,2.34,41.23,4.52,45,20,8,0,1,2017,41.23,45.04,4.94,8.98,55.41,2.86,10.45,72.39,4.57,5.95
P0004,electronics,2017-02,52.81,2265.02,2.34,42.89,4.52,38,18,8,0,2,2017,41.23,38.51,3.99,6.42,74.75,4.69,5.26,55.47,4.41,8.39
P0004,electronics,2017-03,55.92,2472.25,2.35,44.21,4.52,50,20,8,0,3,2017,42.89,62.91,4.38,5.71,39.09,4.59,4.4,46.76,3.73,3.12
P0004,electronics,2017-04,70.48,3128.18,2.31,44.39,4.52,52,20,8,0,4,2017,44.21,59.8,3.67,11.79,44.21,4.87,6.29,38.81,4.39,3.81
P0004,electronics,2017-05,57.9,2494.67,2.22,43.09,4.52,46,20,8,0,5,2017,44.39,33.04,4.15,5.29,24.62,3.47,1.85,48.83,4.65,5.88
P0004,electronics,2017-06,71.35,3056.81,2.44,42.84,4.52,41,20,8,0,6,2017,43.09,64.36,3.33,5.21,115.16,3.66,7.63,64.18,4.21,10.6
P0004,electronics,2017-07,48.39,2052.58,2.43,42.42,4.52,50,20,8,0,7,2017,42.84,55.99,4.35,5.15,58.22,4.05,8.83,75.68,3.94,4.59
P0004,electronics,2017-08,49.17,2065.39,2.42,42.0,4.52,38,20,8,0,8,2017,42.42,63.19,4.37,5.72,55.86,4.2,5.23,75.92,4.26,15.25
P0004,electronics,2017-09,37.55,1460.38,2.28,38.89,4.52,31,20,8,0,9,2017,42.0,130.28,4.01,17.89,70.89,3.56,5.35,70.86,4.23,7.27
P0004,electronics,2017-10,52.99,2031.8,2.11,38.34,4.52,40,20,8,0,10,2017,38.89,31.53,4.22,2.63,34.48,3.85,1.69,37.1,4.08,4.14
P0004,electronics,2017-11,66.4,2571.81,2.18,38.73,4.52,65,20,8,1,11,2017,38.34,33.05,3.85,2.05,23.73,4.17,1.32,23.64,4.16,2.42
P0004,electronics,2017-12,50.52,2083.66,2.29,41.25,4.52,47,20,8,1,12,2017,38.73,76.21,4.77,11.8,75.57,4.86,13.5,33.31,4.4,3.94
P0004,electronics,2018-01,71.93,2995.8,2.36,41.65,4.52,44,20,8,0,1,2018,41.25,30.28,4.43,2.64,49.55,3.91,5.86,31.19,4.89,6.28
P0004,electronics,2018-02,58.12,2532.7,2.33,43.58,4.52,37,18,8,0,2,2018,41.65,106.75,4.3,16.19,47.24,3.93,5.91,30.42,4.26,2.73
P0004,electronics,2018-03,74.21,3185.34,2.21,42.92,4.52,62,20,8,0,3,2018,43.58,125.46,3.66,16.74,93.53,3.39,12.25,162.7,4.04,28.68
P0005,electronics,2017-01,51.27,1950.79,3.71,38.05,4.45,39,20,8,0,1,2017,38.05,46.98,4.93,8.67,54.12,2.77,10.08,42.26,4.04,7.82
P0005,electronics,2017-02,85.67,2878.9,3.33,33.61,4.45,57,18,8,0,2,2017,38.05,58.01,4.08,10.11,72.29,4.67,5.29,41.83,4.81,7.52
P0005,electronics,2017-03,60.24,2099.22,3.97,34.85,4.45,51,20,8,0,3,2017,33.61,38.87,3.82,5.15,43.96,3.78,3.13,42.72,4.67,8.08
P0005,electronics,2017-04,59.46,2140.54,3.58,36.0,4.45,53,20,8,0,4,2017,34.85,22.51,3.48,1.94,39.56,4.4,2.4,62.95,3.27,10.62
P0005,electronics,2017-05,61.75,2369.78,3.82,38.38,4.45,41,20,8,0,5,2017,36.0,49.91,4.78,6.09,23.98,3.47,1.83,57.51,3.64,10.55
P0005,electronics,2017-06,56.87,2150.53,4.01,37.81,4.45,43,20,8,0,6,2017,38.38,107.61,3.7,7.83,114.12,4.4,11.16,64.22,4.22,10.92
P0005,electronics,2017-07,48.39,1838.67,3.99,38.0,4.45,36,20,8,0,7,2017,37.81,67.6,4.5,5.96,76.94,4.26,14.6,53.34,5.13,9.97
P0005,electronics,2017-08,42.17,1570.32,4.0,37.24,4.45,33,20,8,0,8,2017,38.0,57.21,4.95,9.02,75.68,3.43,5.3,59.94,3.75,8.23
P0005,electronics,2017-09,54.79,1975.34,3.76,36.05,4.45,53,20,8,0,9,2017,37.24,76.19,4.25,3.82,119.09,4.14,18.28,69.71,3.57,5.11
P0005,electronics,2017-10,36.49,1297.92,3.51,35.57,4.45,34,20,8,0,10,2017,36.05,36.69,4.25,5.71,42.0,4.24,8.82,23.38,4.15,2.76
P0005,electronics,2017-11,63.4,2256.59,4.18,35.59,4.45,44,20,8,1,11,2017,35.57,34.93,3.84,2.01,35.39,4.03,3.14,46.83,4.38,9.71
P0005,electronics,2017-12,50.66,1902.79,3.89,37.56,4.45,38,20,8,1,12,2017,35.59,55.78,4.3,10.38,102.47,3.37,18.34,122.24,3.7,13.88
P0005,electronics,2018-01,57.09,2151.04,4.33,37.68,4.45,34,20,8,0,1,2018,37.56,47.24,3.79,9.32,29.27,4.39,2.82,54.41,3.55,9.24
P0005,electronics,2018-02,66.85,2464.84,4.34,36.87,4.45,60,18,8,0,2,2018,37.68,49.23,3.89,5.77,107.01,4.18,16.07,35.99,2.39,6.07
P0005,electronics,2018-03,68.31,2544.68,3.76,37.25,4.45,60,20,8,0,3,2018,36.87,106.15,3.71,7.35,128.55,3.78,17.36,104.07,3.33,10.98
P0006,electronics,2017-01,23.61,843.73,5.66,35.73,4.11,23,20,8,0,1,2017,35.73,43.16,4.87,9.24,71.9,4.6,5.55,51.74,2.78,9.87
P0006,electronics,2017-02,27.9,975.94,5.36,34.97,4.11,20,18,8,0,2,2017,35.73,42.02,4.82,7.46,53.14,4.64,8.01,72.16,4.49,5.2
P0006,electronics,2017-03,34.16,1238.95,5.62,36.27,4.11,26,20,8,0,3,2017,34.97,39.09,3.9,4.94,38.21,4.04,5.56,66.25,4.49,5.73
P0006,electronics,2017-04,42.85,1462.99,5.36,34.14,4.11,28,20,8,0,4,2017,36.27,37.68,4.5,3.6,65.87,3.29,10.24,23.33,3.3,1.97
P0006,electronics,2017-05,34.14,1164.87,4.93,34.12,4.11,24,20,8,0,5,2017,34.14,40.34,4.53,2.19,50.4,4.07,4.59,46.17,4.62,5.79
P0006,electronics,2017-06,39.16,1371.89,5.08,35.03,4.11,32,20,8,0,6,2017,34.12,89.29,3.3,15.25,108.69,4.33,11.22,88.41,3.55,11.39
P0006,electronics,2017-07,33.41,1125.18,5.52,33.68,4.11,21,20,8,0,7,2017,35.03,71.1,3.4,4.28,63.76,3.64,8.46,82.15,4.31,15.02
P0006,electronics,2017-08,25.05,860.13,5.14,34.34,4.11,21,20,8,0,8,2017,33.68,64.2,3.65,8.51,59.87,4.45,6.02,77.26,3.32,5.43
P0006,electronics,2017-09,30.25,1085.69,5.82,35.89,4.11,12,20,8,0,9,2017,34.34,69.16,4.3,7.66,62.88,3.58,11.91,78.33,4.15,3.74
P0006,electronics,2017-10,18.1,657.06,5.72,36.31,4.11,12,20,8,0,10,2017,35.89,36.85,4.02,4.09,35.56,4.26,5.69,30.97,3.94,2.22
P0006,electronics,2017-11,30.73,1056.71,5.51,34.39,4.11,20,20,8,1,11,2017,36.31,47.07,4.35,9.86,33.26,3.86,2.79,35.69,4.09,3.22
P0006,electronics,2017-12,34.88,1178.39,5.62,33.78,4.11,37,20,8,1,12,2017,34.39,76.27,4.85,12.52,130.43,3.69,16.32,58.91,3.45,3.88
P0006,electronics,2018-01,26.08,921.77,5.3,35.35,4.11,27,20,8,0,1,2018,33.78,33.16,4.77,6.17,112.99,4.2,19.54,47.21,3.66,9.55
P0006,electronics,2018-02,25.8,920.66,5.89,35.69,4.11,11,18,8,0,2,2018,35.35,52.24,3.51,10.04,104.04,4.18,16.38,48.03,3.79,9.0
P0006,electronics,2018-03,34.78,1239.84,5.82,35.65,4.11,22,20,8,0,3,2018,35.69,157.72,3.92,29.11,92.79,3.25,11.93,142.55,3.17,22.2
P0007,electronics,2017-01,48.35,2186.17,4.66,45.21,4.11,37,20,8,0,1,2017,45.21,58.06,4.1,10.05,39.86,4.05,8.04,72.29,4.61,5.77
P0007,electronics,2017-02,76.26,3514.66,4.44,46.09,4.11,58,18,8,0,2,2017,45.21,55.73,4.25,6.29,55.55,4.11,10.65,54.74,4.41,8.17
P0007,electronics,2017-03,80.56,3618.91,3.98,44.92,4.11,68,20,8,0,3,2017,46.09,53.12,3.46,2.89,35.54,4.07,5.51,45.65,4.73,7.63
P0007,electronics,2017-04,71.19,3167.12,4.27,44.49,4.11,48,20,8,0,4,2017,44.92,58.91,3.71,11.13,39.64,4.53,3.68,44.41,4.77,6.56
P0007,electronics,2017-05,68.12,3044.62,3.97,44.7,4.11,49,20,8,0,5,2017,44.49,24.69,3.45,1.89,49.17,4.85,6.12,57.56,3.71,10.59
P0007,electronics,2017-06,56.23,2471.58,3.93,43.96,4.11,49,20,8,0,6,2017,44.7,105.98,3.61,7.53,63.34,3.23,5.36,91.29,3.29,14.71
P0007,electronics,2017-07,68.49,3005.06,4.43,43.88,4.11,59,20,8,0,7,2017,43.96,57.96,3.88,8.88,64.14,3.56,8.87,67.91,3.47,4.08
P0007,electronics,2017-08,37.7,1723.71,4.21,45.73,4.11,20,20,8,0,8,2017,43.88,55.15,3.88,8.49,80.62,4.28,14.37,63.03,4.36,5.87
P0007,electronics,2017-09,34.36,1521.19,4.18,44.27,4.11,25,20,8,0,9,2017,45.73,78.75,4.33,4.06,54.91,4.17,4.44,95.93,4.59,15.51
P0007,electronics,2017-10,49.98,2344.19,4.47,46.9,4.11,49,20,8,0,10,2017,44.27,36.91,4.24,5.88,36.78,4.1,4.46,21.19,4.21,1.31
P0007,electronics,2017-11,55.16,2706.97,4.54,49.07,4.11,34,20,8,1,11,2017,46.9,22.63,4.0,1.39,33.12,3.96,2.96,31.82,4.14,5.47
P0007,electronics,2017-12,54.63,2518.97,4.74,46.11,4.11,41,20,8,1,12,2017,49.07,34.14,4.32,3.98,59.24,3.49,4.15,105.87,3.3,18.48
P0007,electronics,2018-01,47.69,2179.33,4.12,45.7,4.11,36,20,8,0,1,2018,46.11,51.01,3.58,9.12,70.83,3.66,4.03,30.35,4.23,2.63
P0007,electronics,2018-02,60.59,2786.8,4.87,46.0,4.11,49,18,8,0,2,2018,45.7,106.89,4.36,16.73,67.27,3.7,4.19,50.57,3.74,5.63
P0007,electronics,2018-03,76.49,3424.44,4.46,44.77,4.11,48,20,8,0,3,2018,46.0,143.05,3.29,22.08,142.24,4.18,7.87,97.43,3.56,7.13
P0008,electronics,2017-01,53.92,2373.48,6.44,44.02,4.75,36,20,8,0,1,2017,44.02,77.84,4.58,5.59,43.21,4.06,8.01,59.28,3.48,7.93
P0008,electronics,2017-02,88.38,3875.3,6.19,43.85,4.75,81,18,8,0,2,2017,44.02,40.76,3.87,6.75,53.17,4.41,7.76,57.3,3.56,7.74
P0008,electronics,2017-03,63.47,2857.47,6.69,45.02,4.75,36,20,8,0,3,2017,43.85,54.11,3.52,2.86,40.29,4.54,4.46,37.97,4.01,5.48
P0008,electronics,2017-04,94.29,4179.75,6.3,44.33,4.75,76,20,8,0,4,2017,45.02,59.54,3.65,11.39,39.66,4.51,3.7,36.22,4.06,5.39
P0008,electronics,2017-05,68.22,3199.5,6.86,46.9,4.75,48,20,8,0,5,2017,44.33,33.38,4.2,5.45,58.36,3.81,10.93,23.0,3.35,1.98
P0008,electronics,2017-06,77.55,3645.78,7.02,47.01,4.75,45,20,8,0,6,2017,46.9,56.96,2.93,3.5,105.08,4.3,12.02,114.5,3.73,7.6
P0008,electronics,2017-07,74.45,3467.5,6.72,46.57,4.75,57,20,8,0,7,2017,47.01,79.68,4.44,14.23,65.94,4.51,6.27,52.69,5.08,10.1
P0008,electronics,2017-08,54.25,2620.3,5.92,48.3,4.75,45,20,8,0,8,2017,46.57,77.3,4.27,14.22,53.9,4.32,5.28,60.77,3.7,8.54
P0008,electronics,2017-09,39.65,1928.91,6.85,48.65,4.75,33,20,8,0,9,2017,48.3,79.03,4.16,3.96,64.63,3.58,11.68,52.49,3.33,7.19
P0008,electronics,2017-10,32.85,1596.73,6.45,48.61,4.75,29,20,8,0,10,2017,48.65,29.76,3.83,2.29,36.65,4.06,4.11,43.63,4.21,9.23
P0008,electronics,2017-11,40.56,1931.3,5.88,47.62,4.75,24,20,8,1,11,2017,48.61,25.29,4.11,2.48,22.08,4.07,1.27,33.37,3.87,2.12
P0008,electronics,2017-12,65.08,3233.34,6.58,49.68,4.75,46,20,8,1,12,2017,47.62,55.83,4.14,10.0,71.99,4.91,13.61,60.5,3.44,4.11
P0008,electronics,2018-01,69.35,3473.08,6.97,50.08,4.75,52,20,8,0,1,2018,49.68,51.05,3.6,9.04,30.34,4.23,2.81,50.24,3.81,8.85
P0008,electronics,2018-02,65.58,3216.3,7.23,49.04,4.75,68,18,8,0,2,2018,50.08,36.08,2.38,6.24,28.29,4.44,2.78,70.29,3.82,4.1
P0008,electronics,2018-03,76.04,3521.45,6.12,46.31,4.75,41,20,8,0,3,2018,49.04,123.62,3.58,17.99,96.28,3.36,10.4,137.31,3.17,22.62
P0009,home_appliances,2017-01,28.9,2337.66,11.87,80.89,4.73,21,20,8,0,1,2017,80.89,44.01,5.02,7.86,47.45,4.47,8.03,42.82,3.89,7.38
P0009,home_appliances,2017-02,49.47,3859.03,12.12,78.01,4.73,31,18,8,0,2,2017,80.89,55.01,3.92,11.96,39.9,3.92,7.76,50.16,2.8,10.44
P0009,home_appliances,2017-03,58.58,4346.56,10.75,74.19,4.73,45,20,8,0,3,2017,78.01,47.28,3.67,2.85,67.56,4.46,5.73,44.89,4.84,8.3
P0009,home_appliances,2017-04,43.31,3222.31,10.06,74.4,4.73,31,20,8,0,4,2017,74.19,67.48,3.45,11.14,42.0,4.68,6.29,23.12,3.44,1.62
P0009,home_appliances,2017-05,44.24,3358.48,10.03,75.91,4.73,32,20,8,0,5,2017,74.4,38.88,4.49,3.95,69.62,3.35,12.61,52.16,4.79,6.77
P0009,home_appliances,2017-06,40.96,3260.46,12.09,79.6,4.73,28,20,8,0,6,2017,75.91,102.6,4.5,11.25,84.3,3.49,11.52,59.2,2.82,3.51
P0009,home_appliances,2017-07,33.45,2687.7,11.41,80.34,4.73,27,20,8,0,7,2017,79.6,61.3,3.72,7.79,80.76,4.44,14.15,56.9,5.13,11.27
P0009,home_appliances,2017-08,23.9,1964.89,12.54,82.22,4.73,17,20,8,0,8,2017,80.34,77.84,3.36,5.05,74.23,4.17,4.93,55.47,5.07,8.73
P0009,home_appliances,2017-09,25.43,2007.59,10.43,78.95,4.73,15,20,8,0,9,2017,82.22,71.32,4.3,8.36,74.33,3.51,5.47,64.73,3.52,11.87
P0009,home_appliances,2017-10,26.98,2132.42,10.57,79.05,4.73,26,20,8,0,10,2017,78.95,23.8,4.19,2.48,42.34,4.38,9.0,31.36,3.77,2.22
P0009,home_appliances,2017-11,28.26,2246.31,12.26,79.49,4.73,22,20,8,1,11,2017,79.05,25.98,4.14,2.75,42.05,4.28,9.24,33.52,3.97,1.66
P0009,home_appliances,2017-12,33.52,2736.76,11.47,81.64,4.73,25,20,8,1,12,2017,79.49,109.85,3.45,17.56,49.32,4.14,8.16,130.66,3.67,14.63
P0009,home_appliances,2018-01,36.93,3016.07,12.46,81.67,4.73,32,20,8,0,1,2018,81.64,49.56,3.8,6.72,33.7,2.47,6.11,30.31,4.45,2.94
P0009,home_appliances,2018-02,38.17,3181.43,12.32,83.35,4.73,30,18,8,0,2,2018,81.67,34.57,4.76,6.5,32.98,2.49,5.92,48.26,3.87,6.4
P0009,home_appliances,2018-03,36.6,2987.84,11.85,81.64,4.73,26,20,8,0,3,2018,83.35,133.27,3.32,25.43,90.34,3.78,7.66,139.2,3.98,9.01
P0010,home_appliances,2017-01,50.62,5609.22,19.18,110.82,3.4,47,20,8,0,1,2017,110.82,53.77,2.86,11.04,72.81,4.73,4.87,43.5,4.93,8.0
P0010,home_appliances,2017-02,57.21,6407.52,18.69,112.01,3.4,34,18,8,0,2,2017,110.82,50.15,2.81,10.51,56.34,4.63,8.52,52.39,3.42,7.44
P0010,home_appliances,2017-03,72.31,7775.74,17.65,107.54,3.4,64,20,8,0,3,2017,112.01,40.12,4.49,4.16,58.7,4.1,7.59,53.44,3.39,3.71
P0010,home_appliances,2017-04,76.92,8341.13,21.54,108.43,3.4,54,20,8,0,4,2017,107.54,44.75,4.62,5.91,22.73,3.33,1.7,44.08,4.42,2.42
P0010,home_appliances,2017-05,67.61,7272.31,21.08,107.56,3.4,40,20,8,0,5,2017,108.43,46.09,4.0,4.94,51.37,4.86,6.51,33.08,4.04,5.44
P0010,home_appliances,2017-06,66.83,6790.47,19.16,101.61,3.4,43,20,8,0,6,2017,107.56,88.75,3.3,17.59,70.72,3.27,5.69,87.89,3.43,10.81
P0010,home_appliances,2017-07,43.53,4612.35,18.28,105.97,3.4,30,20,8,0,7,2017,101.61,58.7,4.31,5.52,62.89,4.54,6.82,76.17,3.98,4.71
P0010,home_appliances,2017-08,37.16,3914.15,19.97,105.33,3.4,34,20,8,0,8,2017,105.97,52.46,4.32,4.61,84.62,4.39,15.55,73.73,3.96,4.69
P0010,home_appliances,2017-09,42.81,4416.94,19.44,103.17,3.4,37,20,8,0,9,2017,105.33,122.46,3.96,16.44,69.85,3.58,5.88,52.22,3.35,7.19
P0010,home_appliances,2017-10,37.6,3869.44,18.34,102.9,3.4,40,20,8,0,10,2017,103.17,31.61,3.96,2.29,34.52,3.86,1.72,36.22,4.08,3.72
P0010,home_appliances,2017-11,45.67,4766.44,20.67,104.37,3.4,28,20,8,1,11,2017,102.9,26.04,4.16,2.67,32.81,3.93,2.66,33.33,4.27,4.86
P0010,home_appliances,2017-12,58.43,6433.76,18.83,110.12,3.4,50,20,8,1,12,2017,104.37,118.34,3.7,14.05,50.41,4.25,8.35,80.27,4.74,11.7
P0010,home_appliances,2018-01,40.09,4389.79,18.87,109.5,3.4,32,20,8,0,1,2018,110.12,33.05,4.81,5.91,51.43,3.82,8.58,67.65,3.7,4.16
P0010,home_appliances,2018-02,52.54,5835.53,19.96,111.07,3.4,33,18,8,0,2,2018,109.5,49.97,3.95,6.37,33.24,4.89,6.11,69.02,3.78,4.21
P0010,home_appliances,2018-03,64.88,7485.77,22.34,115.38,3.4,43,20,8,0,3,2018,111.07,106.06,3.32,10.02,148.7,4.07,28.41,134.06,3.63,19.69
P0011,home_appliances,2017-01,43.58,2223.21,7.94,51.01,4.21,45,20,8,0,1,2017,51.01,54.1,3.45,7.69,55.01,4.21,6.39,58.51,4.02,10.52
P0011,home_appliances,2017-02,43.9,2304.78,9.53,52.5,4.21,34,18,8,0,2,2017,51.01,59.09,4.18,6.77,47.33,2.72,10.07,52.37,3.59,7.66
P0011,home_appliances,2017-03,56.12,2886.64,9.44,51.44,4.21,53,20,8,0,3,2017,52.5,39.96,4.49,3.81,53.43,3.49,3.46,44.7,4.65,8.24
P0011,home_appliances,2017-04,75.97,3982.08,9.7,52.42,4.21,58,20,8,0,4,2017,51.44,42.83,4.45,2.3,62.7,3.43,11.78,33.71,4.13,5.3
P0011,home_appliances,2017-05,45.68,2375.05,8.05,52.0,4.21,43,20,8,0,5,2017,52.42,67.97,3.38,12.97,36.07,4.53,3.92,34.95,4.1,5.63
P0011,home_appliances,2017-06,46.25,2467.55,9.94,53.35,4.21,37,20,8,0,6,2017,52.0,58.83,2.86,3.51,60.62,4.02,10.89,92.28,3.25,18.07
P0011,home_appliances,2017-07,41.1,2111.33,7.99,51.36,4.21,37,20,8,0,7,2017,53.35,64.23,4.49,6.79,73.28,3.48,4.49,58.99,5.01,10.24
P0011,home_appliances,2017-08,47.95,2398.16,7.93,50.02,4.21,30,20,8,0,8,2017,51.36,74.29,4.07,4.77,54.76,5.08,8.78,61.13,4.46,6.66
